rat,toad
1.4779546,-1.0808055
0.9715097,-1.5874693
0.3610236,-0.6526515
1.1487842,-1.1391507
0.5793071,-1.2004725
0.009165049,-1.2828237
0.6220623,-0.9463059
0.0133333355,-0.6948298
0.20044897,-0.9476278
0.89796937,-1.337514
0.7731793,-0.7279687
0.44944525,-1.2607721
0.53930795,-1.5213382
0.33505124,-0.6466582
1.1386063,-1.0461068
0.52805245,-1.6751881
0.6222217,-1.0449591
0.47060788,-1.5053473
0.44287974,-0.9132998
0.6075344,-0.9133984
1.1700027,-1.2943856
0.44552302,-1.0732572
0.78876007,-0.9670039
1.2282472,-1.2970806
0.567048,-0.51755834
0.7515547,-1.258835
0.45804214,-0.9059091
0.7793146,-1.2899793
0.93153375,-1.6016103
0.8806893,-1.2522234
0.4904598,-1.3741896
0.60491246,-1.0967026
0.68018764,-1.5851208
0.24497284,-1.3324969
0.38915044,-1.1711233
0.66993904,-1.3299309
0.4444903,-0.563553
0.34808004,-1.5583218
0.4886949,-1.6080208
0.5947661,-1.6983337
0.5305675,-1.0485314
0.51187897,-0.79502285
0.6267008,-0.4995507
1.6365509,-1.989914
0.762172,-0.74768424
1.0499823,-0.68080556
1.1305451,-1.3407658
0.6431607,-1.1313009
0.7850218,-1.2992166
0.45215398,-1.16382
0.31858128,-0.55594325
0.5557802,-0.98691344
0.72971326,-1.0004348
0.25254798,-0.92699194
0.23005368,-0.52953714
0.5418012,-1.1025296
0.4928739,-0.3889718
0.37617552,-0.84802467
0.49229157,-1.2347199
1.0938897,-1.3105662
0.36166155,-0.82046854
0.6500253,-1.2757778
0.33086735,-0.8679929
0.09603961,-0.4674822
0.2717952,-0.54894483
0.14834653,-0.7797349
0.71833754,-1.0783833
0.7194282,-1.0543656
0.44458395,-0.82191896
0.29210174,-1.0952195
0.21548367,-1.609315
0.21579964,-0.781758
0.5989602,-0.9044832
1.6513233,-1.6363539
0.33562982,-1.0551338
0.8727597,-1.6483214
0.6120598,-0.74815816
0.7824011,-1.2634215
0.5417732,-1.2501056
0.40564907,-1.8264147
0.28058296,-1.8739148
-0.02611839,-1.3053236
0.61681885,-1.1003776
0.90713936,-1.9716482
0.20564067,-0.9635974
0.20558687,-1.3692096
0.28377712,-1.0597962
0.640844,-1.5688986
1.2094809,-1.4173974
0.23446096,-0.59545445
0.64689666,-0.75753224
0.25061685,-1.2065316
0.45713395,-0.8971548
0.40525532,-1.2645843
0.32462722,-0.67685485
0.3409434,-1.3458537
1.0691906,-1.9534695
0.7178234,-0.852631
0.06558715,-1.0172607
0.51506466,-0.8630755
0.25548255,-0.7777554
0.37937677,-1.1499403
0.07898174,-1.1203858
0.8725052,-0.7537614
0.24846928,-1.0625092
0.39102584,-0.6644999
0.39599246,-1.0205138
0.23920105,-0.91181296
0.6688881,-0.77795
0.597908,-0.9661875
0.62809205,-1.3399848
0.7741958,-0.9238795
0.2992382,-0.8037956
0.2667398,-1.0176606
0.54158294,-1.5521016
0.6399337,-0.8120637
1.0798106,-1.7380954
0.41585445,-1.3648773
0.3975157,-1.1471856
0.55942154,-1.8458102
0.3039108,-0.6425041
0.32900828,-1.220664
1.0362828,-1.406237
0.7235715,-1.0259541
0.53447807,-1.2497612
0.7228524,-1.2153066
0.19562525,-1.3286687
0.97968614,-2.0875664
0.9172693,-1.5154078
0.23863883,-1.1768987
1.1259012,-1.5768235
0.73840207,-0.92910755
1.039147,-1.3574109
0.43602616,-1.4735476
0.6668403,-1.3726029
0.23476546,-1.122721
0.47996914,-1.3196086
0.23961355,-1.0257035
1.1114866,-1.1315669
0.19877353,-1.1599649
0.7167993,-1.2988924
0.4129917,-1.0686293
0.6898299,-1.8528997
0.6509787,-0.6567302
0.39428288,-0.8318453
0.5082774,-0.9603921
0.61921763,-1.0369343
1.7911677,-2.192581
0.61268044,-0.9590676
0.47851717,-1.66602
0.48773342,-1.1373316
0.825783,-0.88420737
-0.28413862,-1.001112
0.5308733,-1.0238789
0.6586319,-1.1187241
0.94782835,-0.99940825
0.76137996,-1.5200655
0.33483434,-0.8203422
0.3958375,-0.7457603
0.23292466,-1.4063982
0.48495412,-1.0369091
0.515529,-1.063415
0.6674944,-1.1944405
0.8881167,-1.5533617
1.3563726,-1.8463553
0.79914194,-1.1982689
0.11772354,-0.4836734
0.34128582,-1.0036207
0.36413682,-1.1153983
0.61728424,-1.4143252
0.33592314,-0.7931028
0.26681423,-1.27726
0.6146552,-1.5053303
1.0975327,-1.3905873
0.9703034,-1.7775323
0.78674877,-1.236288
0.14242597,-0.578228
-0.18855743,-0.34597558
0.98599863,-1.311893
0.22498168,-1.2888614
0.6651329,-1.1931489
0.68477297,-0.941978
0.24102734,-1.986233
0.16118938,-1.1370968
0.7776096,-1.8676301
0.36667162,-0.7276818
0.41523296,-1.4855093
0.7275439,-1.3504219
0.5308131,-0.99857175
0.68715525,-0.8522756
0.95203924,-1.3986509
0.4750412,-0.9819498
0.8516928,-1.1385019
0.68284535,-0.97596943
0.22079782,-1.1049337
0.711682,-1.5230961
0.30708814,-0.86810255
0.28647822,-0.95796037
0.21430023,-0.49943078
0.87757236,-1.9934727
0.18555206,-1.0853988
0.55727965,-0.78464276
0.41960233,-1.3044877
1.0575364,-1.4363555
0.49416733,-1.1120694
1.1264217,-2.324545
1.0542156,-1.1217833
0.6041191,-0.95174336
0.5671745,-1.0075493
0.7071314,-0.9736268
0.6973203,-1.039785
0.40796363,-0.9326137
0.66463697,-1.8110487
-0.17372982,-1.2654573
0.4468366,-1.3418484
0.07236615,-0.8197727
0.648283,-0.76000667
0.56840163,-1.087533
0.41816682,-1.1455868
0.9974171,-1.2678161
0.22738935,-1.2222168
0.60300374,-1.1340538
0.7615788,-1.6758189
0.04755567,-1.3292567
0.33354574,-1.0044785
0.4418897,-0.71251786
0.2665618,-1.0094784
0.625538,-1.2193346
0.75286996,-1.7646025
0.39538425,-0.6369909
0.85403067,-1.6228073
0.4921456,-0.73017675
0.21233,-1.3039631
0.9241539,-1.789914
0.44087076,-0.6481375
0.41329265,-1.0801739
0.64107,-1.1565557
0.9999014,-1.6306015
0.68009853,-0.83624744
0.55806667,-1.1057863
0.36560363,-0.9247336
0.43991816,-0.7455669
0.6037748,-1.4924364
0.7289371,-0.98964727
0.48567897,-0.96340805
0.78525436,-0.7780402
1.5070515,-2.391565
0.48178577,-0.98446137
0.25130874,-1.3207229
0.64776534,-1.3024485
0.42022562,-0.99817604
0.835027,-1.7483433
0.59004146,-0.71043754
1.0693488,-1.3799254
0.5833713,-1.3597113
1.0702522,-1.6814126
0.6504084,-0.8143118
0.55297184,-0.9935249
0.7691314,-1.2909077
0.33180708,-0.8417871
0.47839975,-2.0858057
0.22899358,-1.5381131
0.338368,-0.69863725
0.95731175,-1.3201107
0.47735095,-0.9489195
0.6515897,-1.3508682
1.5195849,-1.8401291
0.57031465,-0.8831192
0.9633148,-1.4884864
1.0954537,-1.289881
0.27765185,-0.623307
0.6721394,-1.310663
0.64698267,-1.1569732
0.3314401,-1.8802372
0.32677054,-1.1184428
0.22830658,-1.1325707
0.5940865,-1.446354
1.3618647,-1.612886
1.1999931,-1.6050795
-0.07680376,-1.1573397
0.5293016,-0.8948451
0.4481246,-1.2984769
0.6480775,-1.53296
0.74115217,-1.3468696
1.1006145,-1.5864707
0.55967474,-1.6804612
0.40009624,-1.8121474
0.71635765,-1.1558692
1.2980115,-1.6965301
0.86578494,-0.9949231
1.1164781,-0.5452328
0.5542133,-1.0774008
0.53011465,-1.0383443
-0.03744805,-1.3855635
0.45491725,-1.000158
0.56628156,-1.7841146
0.71239114,-1.0451322
0.36877948,-0.5348953
0.7224175,-0.90305203
0.22896577,-0.70004225
0.35919148,-1.1540263
0.93455565,-1.1661981
0.66753423,-1.3375502
0.59350544,-1.5146352
0.20154543,-1.6029246
0.8481884,-1.5469354
0.5226997,-1.2558842
0.58033866,-1.1850874
0.57496184,-1.2597516
0.74799144,-1.4996362
0.42863113,-0.6773226
0.13318916,-0.95382565
1.095555,-1.7056992
0.51388925,-1.0533947
0.38549042,-1.1755108
0.50159144,-1.7629397
0.930717,-1.3423048
0.45297295,-0.86551845
0.53668857,-1.2375141
-0.46366042,-1.2378918
0.545117,-1.2501067
0.3069263,-0.7041324
0.3791284,-1.2525598
0.48923826,-0.4704583
0.5521529,-0.49833563
0.18358748,-1.6717039
0.35092115,-0.73260355
0.7567047,-1.2090901
1.0185057,-0.8079829
0.56605226,-0.48490155
0.6063763,-1.0261694
1.2271154,-1.3928313
0.50189924,-1.1360763
0.31760514,-1.8816171
0.9630052,-1.1396472
0.91684794,-1.5671566
1.1241903,-1.2033552
0.51561934,-1.285703
0.7881361,-1.8116306
0.46998918,-1.3915427
0.33612132,-1.0289854
1.2704797,-1.2346934
0.8980729,-2.298773
0.9962201,-1.1827272
0.06407252,-1.1571892
0.9180474,-1.2179589
0.96500486,-1.8901589
0.89796144,-1.1323217
0.52260476,-1.2640835
0.8088705,-1.9291127
0.76159865,-1.7829474
0.7044823,-1.4757898
0.5705217,-1.1295657
0.3393221,-1.4001718
0.49881464,-1.1344931
1.0337974,-1.7277341
0.72711444,-1.1689554
0.6096219,-1.5417533
1.5509783,-1.872993
0.3136025,-0.3622906
0.25487173,-0.49426427
0.5131662,-1.071675
1.3448268,-1.3776549
0.63630736,-1.5923123
0.75657296,-1.3322455
0.4265465,-0.95021427
0.61947316,-1.1030692
0.49888974,-2.3983476
0.81108856,-1.2705756
0.56221116,-1.1291682
0.45160276,-0.9206411
0.23476909,-0.6154655
0.6503656,-1.2747326
0.2574756,-0.30232856
0.86287534,-1.9288465
0.27228624,-1.176651
0.82152414,-1.5246862
0.15023981,-1.1454563
0.5391166,-0.78059304
0.5204253,-1.1485199
0.6585913,-1.2439644
0.7668369,-1.5275365
0.31711107,-1.9949055
0.6476789,-0.8340366
0.38252717,-1.0786729
1.2044611,-1.6969588
0.29025924,-0.5147223
0.28607857,-1.1161827
0.24494572,-0.83120877
0.43115026,-0.82577676
0.47283316,-1.3185015
0.3384285,-0.593431
0.7784848,-1.27762
0.69226027,-1.1028676
1.3328667,-1.0000732
0.33921587,-1.0027661
0.43803722,-0.7300833
0.8173053,-1.293938
0.5487453,-1.0911124
0.56358546,-1.0647291
0.95512867,-1.2912444
0.69826806,-1.4595246
0.18411238,-1.0495384
1.034565,-1.0885942
0.75136334,-1.407648
0.75462025,-1.28364
0.90008956,-1.0940725
0.7403307,-1.7818855
0.25061244,-1.0807316
0.3414715,-1.3651452
0.9006987,-1.1573145
1.3367412,-1.4741828
0.69850546,-1.4366946
0.096864626,-1.1102144
-0.11425438,-0.91850054
0.5752375,-1.0962255
0.35802245,-1.0556177
0.76870275,-1.153005
0.26379186,-0.7889459
0.3142522,-0.7913824
0.87106466,-0.9303446
0.26377165,-0.5934799
0.55287755,-0.9800364
1.157213,-1.6762483
0.7366065,-1.514973
0.730284,-0.6107521
0.9459146,-1.6663493
0.62095433,-0.987649
0.7433072,-1.0572388
0.5982758,-1.2105697
0.5028982,-1.1403334
0.41741294,-1.4269397
0.68276143,-1.8324243
0.6037487,-0.526214
0.032734625,-0.63061
0.86675715,-1.1547232
0.57470775,-0.9789773
0.69690084,-1.3614584
0.47429347,-0.6114264
1.0100671,-1.3580171
1.0105623,-1.7527828
1.217245,-1.5514419
0.86969864,-1.0683141
0.6502398,-1.4504836
0.5197291,-0.96334046
0.12160657,-1.2342118
0.20866142,-0.8949303
1.0145297,-1.3361086
0.45281196,-0.6782227
0.69324577,-0.52513504
0.39453351,-0.8385216
0.7749608,-1.4296101
1.3032162,-2.5544696
1.5273145,-1.92552
0.95712745,-1.6730276
0.30749053,-0.7753722
0.89705026,-1.1051593
0.35307902,-0.81633353
0.09365927,-1.1677794
0.77816194,-1.1129254
0.5067122,-1.0654238
0.024798274,-0.8023666
0.451384,-0.9792371
0.41550618,-1.2512635
1.2112885,-2.3382654
0.63994443,-0.9188466
0.40553188,-0.56133366
0.89207983,-1.4529357
0.26913685,-1.0865085
0.11098108,-0.9665468
0.3941543,-0.947076
0.2887094,-1.0728761
0.54947543,-1.1062438
0.6935375,-1.237218
0.45846182,-0.47516006
0.96876657,-1.5380267
0.042751193,-0.67647994
0.31176853,-0.8336886
0.27124774,-1.1625621
0.15306342,-0.87788045
0.84613943,-1.748618
-0.13237469,-1.1373425
0.22840025,-0.4485729
0.45125538,-0.96529895
1.4997942,-1.6584269
0.5491419,-1.4154375
-0.19250734,-0.24690431
0.5937652,-0.75821203
1.3211198,-1.9401853
0.6260402,-0.96112037
0.3333822,-0.7318616
0.36897254,-0.8469091
0.3563484,-1.7901005
1.1615723,-1.4782312
0.78127116,-1.4634471
0.48253965,-1.4625742
0.7025889,-1.1972574
0.6367825,-1.092826
0.79030204,-1.038264
0.26504034,-1.0410645
0.6692766,-1.3570023
0.5112207,-1.1039717
0.68255246,-1.373363
0.3900379,-1.1903645
0.43649137,-0.95739996
0.79543877,-0.97234046
0.45578653,-1.1763501
-0.26254997,-1.5586377
0.5291713,-1.0732322
0.8942753,-1.4318947
0.69366944,-0.6224792
0.60185134,-0.8605534
0.23656179,-1.3869798
0.6907125,-0.9343645
0.9489614,-1.1659315
0.61067975,-0.62593454
0.12287702,-0.993009
0.5156152,-1.2269647
0.53475636,-1.0980061
1.423435,-1.3463397
0.36224693,-0.78788936
0.52320397,-1.1268222
0.3677975,-1.0768859
-0.06963303,-0.5160756
0.18653987,-1.34621
0.9194565,-1.1065209
0.08567506,-0.90399677
0.5083544,-0.9119062
0.6774759,-1.3175895
-0.14112388,-0.86525714
0.87652916,-1.5762671
-0.048566237,-0.886448
1.1135569,-1.8201226
0.32468748,-1.0540491
0.9843148,-0.6243549
0.42562175,-0.65053165
0.35101515,-1.087045
0.68028,-1.2614423
0.7890079,-1.3622458
0.48004007,-1.3539801
0.61778903,-1.0908171
0.5440017,-1.6144408
0.3188179,-0.75615084
0.57164407,-1.2014934
0.9883208,-1.7853668
0.60090923,-1.0041882
0.12189706,-1.3150594
0.08968623,-1.0492584
0.21111363,-1.1456556
0.8128581,-2.0506501
0.14160101,-1.46953
0.9504334,-1.4165914
0.81025356,-1.7174504
0.2527929,-1.0656077
0.2418559,-1.4433794
0.34305465,-1.4065711
1.111026,-1.77846
0.73111415,-1.3412924
0.9263014,-0.8082376
-0.17208596,-0.7172296
0.38595355,-1.2052782
0.1936015,-0.79133594
1.0833035,-1.3867581
0.84238076,-1.6287504
0.35673374,-0.83350194
0.4888829,-1.1670071
0.78254485,-1.2959925
0.74652916,-1.0937154
0.6788479,-0.443703
0.20358871,-1.9693505
0.2027142,-0.50849533
0.69149673,-1.125713
0.46736836,-1.8082513
0.4132563,-1.0661532
0.49864024,-1.2586135
0.740429,-1.0510551
1.2335589,-1.5057584
0.6830964,-0.9333919
0.66312695,-0.92450345
0.18585333,-1.103285
0.2705773,-0.783694
0.55521184,-1.3006029
0.3781767,-0.93299407
0.7109723,-1.3536276
0.4610237,-0.91642475
1.467962,-1.9374434
0.48357046,-0.9641755
0.58974034,-1.1986833
0.39630133,-0.73521197
0.93379253,-1.6269248
1.1220511,-1.8258389
0.11093673,-0.5131944
1.6176519,-1.2466063
0.51126176,-1.0944299
0.7303146,-1.1795386
1.2211227,-0.7773895
0.31020796,-0.90177166
0.5325083,-1.2253019
0.021697968,-0.8937559
0.33314097,-0.79523635
0.17717068,-1.4146788
0.82517284,-0.6627834
0.18941358,-1.1794635
0.18262616,-0.5594247
0.81937385,-1.1209015
0.19528003,-1.8703996
0.5967634,-1.1501979
0.3441881,-0.8769842
0.38433272,-0.94999015
0.32000667,-1.0972952
0.69897455,-1.0449169
0.9291924,-1.4914109
0.7202927,-2.0911095
0.98799324,-1.9954262
0.41877884,-1.1007942
0.105812356,-0.6631386
0.12535465,-1.4863726
0.8042357,-0.875144
0.94529986,-1.4084461
0.7879764,-1.3372684
0.49558342,-1.6559902
0.17993762,-0.48178497
0.9164521,-1.9313982
0.38622373,-1.1354854
0.44255477,-1.0246049
0.83513165,-1.6123514
0.89404595,-1.5122916
-0.20765994,-0.74458134
0.53638697,-1.4585974
-0.33368647,-0.19966376
1.2604356,-1.4198374
0.7605745,-0.57982177
0.9435277,-0.7371317
1.0133727,-1.4432667
0.45601964,-0.9830428
0.25508124,-1.1284438
0.7342411,-0.89240646
0.6732163,-1.1550174
1.4371107,-1.3084029
0.15609004,-1.5891896
0.890668,-1.4064373
0.5451945,-0.9003342
0.8826313,-1.7387619
0.33327943,-0.9024288
0.86379576,-1.2591089
0.6611727,-1.4349546
0.56165195,-1.311891
0.46303743,-1.5342274
0.15608284,-0.9627305
0.66728574,-1.109149
0.13404422,-1.1455352
0.6532786,-1.5089257
0.29695195,-0.7869711
0.5978404,-0.82789713
0.7841604,-1.3304576
0.68276834,-0.54576886
0.8001094,-1.0992532
0.2805475,-0.94734097
0.34748584,-0.9244746
0.30271178,-0.52252114
0.6822144,-1.0791366
0.34671366,-1.1481433
1.4648254,-1.3318598
0.14464593,-0.43041706
0.8172257,-1.3971019
0.2480195,-0.11218191
1.0128125,-0.51784736
0.41004223,-0.9627281
0.67217517,-1.5199422
0.48913062,-1.3519017
1.2691991,-1.7422115
1.1560936,-1.082401
0.7389891,-1.1694783
-0.14703776,-0.54760253
0.9448116,-1.307317
0.33321643,-0.743035
0.6218338,-1.5878434
0.34366602,-1.1874182
0.3561588,-0.8628615
0.5127975,-1.1709657
0.38094538,-0.8641216
0.47611696,-1.4841888
0.5114943,-1.3189713
0.37625498,-1.1472226
0.30723637,-0.8394113
0.9512569,-1.3445481
0.17712979,-1.0871419
0.23661728,-0.96900094
0.50094604,-1.0066411
0.16312258,-0.69721854
0.7363882,-1.237972
0.8634018,-1.0928516
0.7025401,-0.61908627
0.7478994,-1.0899454
1.0013897,-1.1102723
0.3302073,-1.1133509
0.8568638,-1.3983665
0.47427285,-0.55522525
0.3447963,-1.1947384
1.8277625,-2.3537283
0.46499997,-1.1727526
0.6830215,-1.4044743
1.1194131,-1.4335198
0.70127887,-0.82208735
0.574768,-1.6520134
0.45726472,-1.605191
0.0006017238,-0.77812403
0.2480736,-0.60371655
0.91998386,-1.2512141
1.023489,-1.0978491
0.53465295,-0.65838075
0.6469558,-0.8541563
1.3040226,-1.5861669
0.8559691,-1.6454995
0.91211164,-1.0676248
0.40684217,-1.33739
0.20539404,-1.6334274
0.48463476,-0.90285677
0.5346375,-1.2396294
0.8394858,-1.5535592
0.12205918,-1.6910456
0.49303973,-1.0887303
0.37631708,-0.42400017
0.5359098,-1.2117653
0.27063566,-0.61261284
0.885307,-1.4507616
0.87187874,-1.8541691
0.68784004,-0.9727543
1.0505942,-1.92629
0.66007686,-1.377796
0.27997434,-0.88979125
0.21195729,-1.0495769
0.31017786,-0.2316606
0.6953277,-1.1119635
0.80331284,-1.2949859
0.19994847,-0.4702363
0.3918634,-0.9015316
0.39287502,-1.1514648
0.6567137,-0.693207
1.1464434,-1.3107679
-0.26209322,-1.4382417
0.31024444,-0.8480169
0.5870369,-1.0794029
0.7905122,-1.5162419
0.39527112,-1.6374614
1.3617836,-2.1319518
0.7148719,-1.1102977
0.67966163,-1.4443532
0.35226256,-1.2613379
0.41579092,-0.6939945
0.61073047,-1.5466226
0.6259953,-1.3991818
1.1005665,-1.3121887
1.143011,-1.6696693
0.44972956,-0.77591395
0.8177457,-2.0594254
0.36792135,-1.1122061
0.44083095,-1.2407397
0.56555116,-1.1790944
0.5093,-1.1724461
0.2851184,-0.8988966
0.6150821,-1.4339548
0.47309417,-0.47620887
0.7827642,-0.8559221
1.4256132,-1.9193627
0.33985764,-0.5859435
0.79235315,-0.9426416
0.7225588,-1.4210364
0.7736486,-1.474099
0.4969622,-1.2836537
0.7322893,-1.7299414
0.7009618,-1.0411702
0.73778147,-1.494157
0.63625383,-1.8475344
0.6750896,-0.90267736
0.5810987,-1.5442721
0.6016828,-1.6053325
0.5617716,-0.5920738
1.2542149,-1.5148302
0.62193763,-1.0022088
0.20287716,-1.6358013
0.20925878,-1.2619855
0.43992198,-0.85194635
0.6436954,-1.715408
0.87179226,-2.3466141
1.2970948,-1.9313188
-0.28684455,-0.6194574
1.2174095,-1.2582401
0.62297267,-1.1174886
0.47252882,-0.48643917
1.3613939,-1.6446023
0.53550565,-1.014469
0.38154858,-0.5913424
0.60502976,-1.3856105
0.21427725,-1.2354122
-0.15885396,-0.84822905
1.0171446,-1.4725882
0.77140045,-1.3128246
0.7982016,-0.884161
0.3653627,-0.8418228
0.053794518,-1.0331507
1.8097012,-2.565166
0.556831,-1.1572456
0.38368177,-1.2024931
0.48895663,-1.7328562
0.78058875,-1.0824624
0.53745186,-1.2743871
-0.11562203,-0.6774611
-0.35363036,-1.6938927
0.14691195,-0.6199673
0.88976836,-1.2505912
0.6749801,-1.4720173
0.91782266,-1.672956
0.8511467,-1.0846206
0.5001997,-0.8260571
0.11661476,-1.0697625
0.35825932,-0.7756479
0.25303644,-1.0252141
1.3225574,-1.6819375
0.9151482,-2.4891112
0.2828269,-0.6554314
0.5569658,-0.8546902
0.1725802,-0.5675152
1.0509263,-1.1574081
0.56088746,-0.8386195
0.19383179,-1.5786439
0.52059364,-0.7222432
0.504462,-1.4075594
0.20979789,-0.8585901
0.12018664,-0.95675796
0.71702015,-1.1042831
0.64872754,-1.552507
0.5164836,-1.6746042
0.5977059,-1.3133565
1.1073873,-1.5908335
0.7032156,-1.6438676
0.71647185,-1.0073115
0.06991728,-1.5980443
0.57007647,-0.7280625
0.6208427,-0.7987418
0.17409605,-0.7990335
1.1556512,-1.6318214
1.0202132,-1.3345183
0.60063916,-1.025096
1.5758021,-1.6275787
0.8239218,-1.4509131
0.8237881,-1.3028953
0.42324913,-1.4268482
0.14279954,-0.5671451
0.48522162,-1.0142134
0.6106556,-0.99790674
0.36888015,-0.76616246
0.2516688,-0.80250126
0.92346954,-1.6647247
1.0686256,-1.1879996
0.34286094,-0.79416806
0.54694664,-0.8828523
0.45875674,-0.7235671
0.8231925,-1.1310642
0.6587862,-0.8928996
1.0920006,-1.6808177
0.4397002,-0.8262136
0.11133863,-0.63052297
0.5207031,-0.84799445
0.41533923,-0.79885405
0.7242517,-1.0255936
0.28168285,-0.8158787
0.67724514,-1.2929358
0.44120693,-1.4366968
1.2173296,-1.53152
0.7821412,-1.024325
1.3345807,-1.3172059
0.6023499,-0.7891083
0.7209525,-1.5036162
1.0007896,-1.3004757
0.24704994,-0.9650218
0.16990007,-1.5426517
0.45419067,-1.1232159
0.59933186,-1.627054
0.8918447,-1.1853682
0.30912334,-1.6782521
-0.02091442,-0.56774116
0.5448513,-1.2654221
0.7682004,-1.1775563
0.37354773,-1.065842
0.76356924,-1.2288932
1.4490118,-1.5911505
0.4237597,-0.85050964
0.25786626,-0.98101115
0.6827553,-1.2819684
0.43816316,-1.3918723
0.5419276,-1.2625443
0.40436321,-0.78622675
0.67287034,-0.7119429
0.99408317,-1.2578326
0.7720206,-1.6167831
-0.07549522,-0.3129899
0.5222855,-0.7920616
0.36660504,-1.7270916
0.64976203,-1.709249
0.4054377,-0.6962621
0.45295995,-1.1253746
1.1895316,-0.84437627
0.81542975,-1.7898675
0.027028143,-0.5410593
-0.0016664416,-1.0432281
0.84794605,-1.3222666
0.6973275,-1.45874
0.8631489,-1.5376548
0.74624693,-1.3468171
0.13546883,-1.1446401
0.957385,-1.6923671
0.1308931,-1.1081644
0.9486847,-1.2838349
0.069733605,-1.0058993
0.5382704,-1.2565446
0.07959597,-0.7000097
