rat,toad
0.47991514,-0.9238184
-0.43198842,-0.64422107
0.30074948,-0.69857585
0.11945504,-0.5977646
0.14688863,-2.1076746
0.3233462,-1.4021744
0.30628306,-1.1052204
0.6873109,-1.008094
0.4270739,-1.1266624
0.21647222,-0.62353396
0.7729492,-1.777905
1.3955579,-2.178581
0.68324965,-1.5138495
0.37729073,-1.4667771
0.6765524,-0.39959127
0.2681921,-1.3506107
0.67997,-1.0020798
0.6013852,-1.1309114
1.120256,-1.2367913
0.42480195,-1.3900551
0.35898232,-1.1260765
0.41650993,-1.3878092
0.32677054,-1.1184428
0.19067286,-0.6837118
0.121843025,-1.8730538
0.738701,-0.87019837
0.7002959,-1.6527034
0.51011145,-1.1146373
0.6309216,-0.9166293
0.3949306,-1.0594379
0.33429527,-1.0629741
1.3051335,-2.0461
0.07076354,-1.0210687
0.8512261,-1.516801
0.58713925,-0.98315096
0.61900264,-1.3714824
0.26875502,-1.2876679
0.89385283,-1.8690174
0.20588958,-0.78403735
0.63616645,-1.8338128
1.3255823,-1.823294
0.2802655,-1.1823683
0.7466839,-0.5532563
0.36776072,-0.78530955
0.96989346,-1.2354903
0.20685562,-1.2094318
0.74353534,-1.0645927
0.48317856,-0.40863347
1.7181425,-1.5286592
0.9463943,-1.4941752
0.6296049,-1.1434028
0.7582409,-1.1538339
0.5836618,-1.2009399
0.6363307,-1.2630819
1.0562019,-1.3265212
0.73312724,-1.0388625
0.65179795,-1.4649901
0.7359389,-0.801923
0.6010548,-1.1924103
0.3495214,-0.83706594
0.71681404,-1.6016257
0.34936005,-1.01099
0.9273902,-0.7949364
0.048842534,-0.6736157
1.284544,-1.7596033
1.5271472,-1.6960241
0.38545257,-1.3716924
0.5919585,-1.673523
0.66005945,-0.7103807
0.8371271,-1.4297681
0.5551207,-1.1465129
0.9499051,-1.2931043
0.48058152,-1.2291888
0.8946761,-1.2069
0.7425962,-0.74079394
0.4092294,-0.7627577
0.34453434,-1.0433207
-0.18314898,-1.2238231
0.4676736,-0.74994487
0.43441498,-1.0037781
1.0225909,-1.3524879
0.090706214,-1.0223637
1.2589259,-1.437373
0.8839712,-1.1592017
0.4681729,-0.8468756
0.09266268,-0.9776873
0.66418004,-1.204289
0.59651595,-0.91152346
0.22594701,-0.728148
0.939443,-1.6237918
0.63531005,-1.574105
0.45011014,-0.6856417
0.24023391,-1.3982767
0.8958403,-1.4353446
0.7560001,-1.3526452
0.83223706,-1.3117611
0.75389206,-1.3588295
0.963266,-1.0090301
0.45211983,-1.0343839
0.35411727,-1.1480963
0.49343598,-0.8848304
0.7095106,-0.9461883
-0.10332972,-0.5013527
0.18839616,-0.8061801
0.7703322,-1.1370711
0.69968474,-0.8398691
-0.23712829,-0.44567814
0.16683428,-1.0269803
0.8000765,-0.9705223
1.1689126,-1.5177497
0.13392498,-0.7144827
0.88309646,-1.5351875
0.67697436,-1.1054713
0.29126775,-0.5097819
-0.26951945,-1.3817369
-0.04405786,-0.61205864
0.83083516,-0.99452037
0.5644273,-1.1257428
0.55568385,-1.1967121
0.31755632,-0.697721
0.78521955,-1.3163126
1.0369217,-1.5084312
0.42154765,-1.0011253
0.34371424,-0.9427322
1.1583127,-1.6932247
0.40334928,-1.0313675
-0.028119817,-1.3000158
0.580264,-1.4126052
0.85546184,-1.2818543
1.640607,-1.7783251
0.6806543,-1.0625837
1.1422299,-1.4367815
0.5888978,-1.2438114
0.6856081,-1.3891724
1.1135054,-2.00032
0.37726432,-1.1736482
0.41918743,-0.88599265
1.0152167,-1.9673272
1.2360575,-1.9045376
1.0054998,-0.71072125
0.7271697,-1.1077265
0.34142613,-0.54285145
0.90165365,-1.9450268
0.9164524,-1.6274164
1.2358017,-1.5877966
0.5218324,-0.58688265
0.40489662,-0.38073075
0.91224664,-1.3814172
0.9672123,-1.1711837
0.2139431,-1.1463425
0.2873671,-0.9238528
0.72336876,-1.639551
0.2791226,-0.43548578
0.40642905,-0.9559326
0.07934348,-1.016628
0.27727884,-0.9537505
0.399262,-0.9113215
1.375689,-1.7317607
0.9670471,-1.1163473
0.5274263,-1.0756474
0.9869162,-1.0943944
0.14889409,-1.1042612
0.8429167,-1.9356651
0.38247377,-0.8981187
0.7165393,-1.0742862
0.6271184,-1.3581172
0.08059801,-1.3390974
0.38455164,-1.0456412
0.11351474,-1.0956261
0.27652603,-1.1413221
0.7117479,-0.74856156
0.086874366,-0.5840989
0.7706734,-1.0582271
0.9397789,-1.2705704
0.8361622,-1.3125755
0.3442517,-1.3469056
0.4370885,-1.4723648
1.1025484,-0.7032603
0.6289613,-1.3868942
0.43064523,-1.3315312
0.43747693,-1.1982958
0.77967155,-1.1973312
1.008084,-1.1018852
0.17688459,-0.96864915
0.6117841,-1.1510513
1.0126846,-1.310135
-0.033656016,-0.78466696
0.49070847,-1.9160037
0.09580326,-1.6402056
0.5856889,-0.96701366
1.0749002,-1.5653673
0.80464125,-1.3129828
1.6974311,-1.794897
0.67059356,-0.97281486
0.05553992,-1.1247029
1.0992707,-1.7114563
0.45988387,-1.0335793
0.6117143,-1.2320933
0.44577038,-1.1002105
0.4301839,-1.5967808
0.20821512,-1.3278633
1.1886954,-1.7562749
0.5770539,-1.2629684
0.03404513,-0.9306307
0.35760188,-0.86237764
0.55576044,-0.8522402
0.7748962,-1.2532737
1.057965,-1.54381
0.9078001,-1.0101552
0.42818117,-0.8292034
0.71556723,-1.3449905
0.538725,-1.014951
-0.14071327,-1.1655391
0.4020282,-1.6681186
0.7560777,-1.2068778
0.8361233,-1.6098301
0.491861,-0.846315
0.46984416,-1.3165827
0.96437347,-1.977772
0.7689197,-1.5477849
0.25846612,-0.84915304
0.4111846,-0.9117459
0.3508538,-1.2622222
0.40058845,-0.7537691
0.2879783,-0.56040215
0.73058033,-1.1965702
0.74368834,-1.197707
0.62990683,-0.9016009
0.58328396,-0.95239747
0.77676266,-0.7560904
0.44155604,-0.6295254
0.5544554,-1.0377427
0.33376783,-0.92497826
0.7748285,-1.5178897
0.13927785,-0.72412586
0.43215895,-0.8404027
0.2768128,-1.2601497
0.5347698,-0.79166055
1.3011475,-1.2510614
0.61085206,-1.1741648
0.31690168,-1.1454626
0.94142365,-1.4744174
0.32560718,-1.3493752
0.3397345,-1.9535388
0.4479578,-1.1603161
0.8414236,-2.0222952
-0.017028138,-0.59581965
0.3262216,-1.0690519
0.20719779,-1.0938944
1.1800082,-1.3244159
0.47087348,-1.0365313
0.30471975,-1.0050864
1.5272617,-1.4542012
0.40799797,-0.93358094
0.49838382,-1.3875632
0.3898421,-0.8257152
0.5377148,-0.34645867
0.061403766,-1.2835817
0.5698471,-1.4289808
-0.13220046,-1.4245796
0.7106553,-1.4224553
1.4434066,-1.7336689
0.3624466,-0.89074063
0.37351108,-0.9345884
0.570805,-1.5455716
0.3118434,-0.796755
0.91934717,-1.2746449
0.035997316,-1.3373015
0.6850904,-1.4385474
0.54215235,-0.9615413
0.2956918,-0.9933144
1.2074566,-2.0530193
0.8161645,-1.2823261
0.7584703,-1.1769779
0.7563689,-1.6593618
0.5251239,-1.2819927
0.6436723,-0.6908688
0.30151606,-0.79212123
0.14681166,-0.45617074
0.6522234,-1.1851786
0.65913177,-2.0666795
1.0303535,-0.9781433
0.7478446,-0.83702093
0.59311545,-0.61485475
1.0436536,-1.5151713
0.906566,-1.5723058
0.4447533,-0.75778884
0.5421101,-0.68301666
0.7980868,-0.78523076
0.20771024,-0.51177454
0.6550332,-1.0363119
0.41771472,-1.1789124
0.50777495,-1.0687075
1.0532427,-1.2784219
0.24839865,-0.6469736
0.5273419,-1.2360917
-0.02920948,-0.5797812
1.1162266,-1.4939197
0.7009568,-0.9140118
0.33317173,-1.1296141
0.9790921,-0.9935715
1.0877346,-0.5833982
0.6509021,-0.68052846
0.59517986,-1.0903275
0.23418726,-0.5096949
1.0002135,-1.337552
0.3861205,-2.0511627
1.8123758,-1.7577674
0.9619737,-1.0306569
0.47752345,-1.1343862
0.18930767,-1.6784039
0.08558211,-1.4016438
0.37918794,-0.65353465
0.40991002,-1.1811389
0.17640947,-1.0497689
0.5398181,-1.2427695
0.4583922,-1.2052312
-0.10461052,-0.8297899
0.31567258,-1.6515243
1.279301,-1.8642783
0.79216754,-2.0010512
0.9129248,-0.8538681
0.7261703,-1.186508
0.7884317,-1.5120721
0.21811856,-1.6384057
0.5759883,-0.7994118
0.16243489,-1.3830764
0.5526345,-0.9308537
0.47020775,-1.0935906
0.64654696,-0.7879044
0.7496575,-1.061028
0.2777055,-1.0818264
0.017380968,-1.4600347
0.8960302,-1.1894931
0.8526252,-1.0520573
0.8101523,-1.5903559
0.5520452,-1.0732889
0.9232203,-1.3547705
0.33995426,-1.111028
1.4300416,-1.1126211
0.038603112,-1.6260065
0.40853864,-1.1308448
0.4583817,-0.855799
1.1528838,-1.8488518
0.95186985,-1.566403
0.32739145,-0.9019145
1.035888,-1.9183145
0.31600744,-0.5012159
0.6846988,-0.9870533
0.9958236,-0.8527523
0.56730974,-1.0759472
0.7209847,-1.3018426
0.6201912,-1.262873
0.42955828,-1.1210353
0.5447414,-1.0728247
0.6155291,-0.86094654
0.35656518,-0.49834827
0.73852783,-1.0568377
0.31346285,-0.7666865
0.33619213,-1.0491087
0.5980363,-0.8377199
0.41502154,-0.8781184
0.4612965,-0.83654314
0.50109005,-1.059311
0.24091624,-0.9359857
0.74195117,-1.4388905
0.80789423,-0.8974225
0.24111886,-1.3726991
0.8439828,-1.5610586
0.9254675,-1.2355331
0.2516777,-1.4528656
0.4943812,-1.7608603
-0.15474859,-1.429481
0.35581553,-1.1821017
0.19014029,-0.49157378
0.87465835,-1.5498757
0.64130265,-0.9421594
0.37130052,-1.3211449
0.15964773,-1.1691785
0.4045143,-1.0863202
0.36284715,-0.63722765
0.5146421,-1.5586163
0.51061314,-0.9073409
0.39157265,-1.1544144
1.0395715,-1.4476736
0.6743269,-1.0115885
0.33097404,-1.3659506
-0.14513749,-0.8018961
1.2909533,-1.4179115
0.3138911,-0.6287149
0.66805756,-1.2234087
0.7499101,-1.4226735
0.51224077,-0.560464
1.1624084,-1.596145
0.38795853,-1.0589628
0.66752714,-0.9167754
0.83990455,-0.84961444
0.36705714,-0.6042066
0.6409576,-0.73729026
0.71032274,-1.0121046
0.14655387,-1.1172271
0.61328316,-0.91519165
0.6023129,-1.1400183
0.8289243,-1.976322
0.5330031,-1.0899101
1.1253161,-2.1245563
0.9219981,-2.008445
0.47447377,-1.2070496
0.49666268,-1.6632521
0.9647914,-1.5134516
1.0735,-1.561029
0.10269834,-1.4882549
0.6017028,-1.4038341
0.8243905,-1.3969889
0.42229974,-0.99635386
0.333448,-1.3920784
0.47766912,-0.83383405
0.30543017,-0.9237659
0.9474639,-1.2706126
0.77749616,-1.4200895
0.58297324,-0.90001154
0.053571686,-0.8737863
0.62962294,-1.1114756
0.82025445,-1.1387253
0.42945802,-1.4332771
0.5790073,-1.0766858
0.33857328,-1.0335813
0.23372556,-0.46497488
0.2001333,-0.66154504
0.87856656,-1.3205118
0.74773407,-1.4862816
1.0252966,-1.4299389
1.027527,-1.1995406
0.3825885,-1.5613307
0.5750455,-0.92035615
1.1414603,-1.3108199
0.38975263,-1.0420607
0.59044385,-1.2084569
0.13126446,-0.9549468
0.84380364,-1.6316456
0.53798985,-0.8993982
0.3563313,-1.6209614
0.29287148,-1.3944485
